Date,Close,IMF1,IMF2,IMF3,IMF4,IMF5,IMF6,IMF7,IMF8,IMF9,IMF10,IMF11
2000-07-17 04:00:00,244.0,0.11345602530209949,-0.7878765228983897,-0.9110615586915577,2.5950099703905236,0.5921674576601113,-9.10244540134654,-0.15299901464227827,7.195196221464153,-167.80283814160535,365.34307699896306,46.91831396540399
2000-07-18 04:00:00,241.25,-1.9042613835064108,-1.5292968643416212,-1.1701767385241277,2.9337304374588764,0.6568693745412832,-9.2412917080901,-0.14785627582529742,7.2869554735766835,-167.89477358413586,365.33967024637883,46.92043102246738
2000-07-19 04:00:00,245.0,0.5372643917962564,-0.40682877544421225,-1.1879869248142096,3.220871200661287,0.6859681965970792,-9.36222940229956,-0.1385950253666975,7.379150185842159,-167.98647762119515,365.3363135902332,46.92255018399017
2000-07-20 04:00:00,247.0,0.8288446885003825,0.9911943967833878,-0.9999243035270152,3.4403214774035984,0.6780718755028371,-9.464859644242983,-0.12515741777792713,7.471780238398038,-168.07794980918797,365.33300704906486,46.92467144908295
2000-07-21 04:00:00,247.25,0.6074584820120742,1.09415508280475,-0.6551162803861773,3.574981027404504,0.6327294719788187,-9.548915916720889,-0.10749182531052005,7.56484420095859,-168.1691897006306,365.32975064103283,46.9267948168563
2000-07-24 04:00:00,245.5,-0.4448942072594756,0.028294590275715282,-0.1962449907366718,3.6086631278791144,0.550448541201801,-9.614319089711962,-0.08555524929608038,7.658339451203272,-168.26019684377744,365.32654438380087,46.92892028642087
2000-07-25 04:00:00,245.5,0.39263086861614743,-1.1309587550293099,0.34257081396737554,3.5279259538771477,0.43261683755567226,-9.661196880491516,-0.05931680497913391,7.752262595982291,-168.35097078129465,365.3233882949087,46.931047856887204
2000-07-26 04:00:00,244.25,-0.8592664807329851,-1.3549964711300608,0.9196335003212104,3.3233347325126026,0.28136064098077956,-9.689864455196572,-0.028760202146013096,7.846609860854809,-168.44151104472178,365.3202823918922,46.93317752736593
2000-07-27 04:00:00,245.75,-0.23550575224179032,-0.5400041696463938,1.4655645761735507,2.9929604682747066,0.09952995700950418,-9.700754545093487,0.006113474540377364,7.941377154436208,-168.53181715270514,365.3172266922848,46.935309296967624
2000-07-28 04:00:00,248.5,1.660830477431671,0.5124508577685359,1.8737669106332664,2.5451536893116073,-0.10945885637838058,-9.694361699863368,0.04528269485811877,8.036560163910787,-168.62188861607967,365.3142212136045,46.93744316480294
2000-07-31 04:00:00,246.0,-1.041687034854479,1.3148605448013573,1.9843368308035008,1.995685103247649,-0.3419574343666232,-9.671221524032617,0.08870890562604822,8.132154451974639,-168.71172494645586,365.31126597327386,46.93957912998245
2000-08-01 04:00:00,245.0,-1.459997223276331,1.8612026664782764,1.645386333873197,1.3663328110445143,-0.5942726200384009,-9.631901625585279,0.1363416413305843,8.22815548773602,-168.8013256517431,365.3083609885641,46.94171719161673
2000-08-02 04:00:00,246.5,1.8270141080491447,1.7128837516076498,0.8456461148141845,0.6828208268232977,-0.8627311388205782,-9.576988319299792,0.18812260863446764,8.324558655673593,-168.8906902329562,365.3055062766579,46.94385734881641
