Date,Close,IMF1,IMF2,IMF3,IMF4,IMF5,IMF6,IMF7,IMF8,IMF9,IMF10,IMF11
2022-09-13 04:00:00,842.75,69.6573810237987,-215.26140257883148,81.48340130371328,0.7447994623239502,-28.343765302503915,-13.236994988364014,-53.55394553375845,50.01489522767781,222.06764555542708,-79.37385087194525,702.0808702952222
2022-09-14 04:00:00,853.75,-50.25914206291305,42.98473961152544,16.82118784798096,16.061575774909386,-27.97720933855095,-9.01991329528423,-52.00100891507303,48.25472822994151,222.31255603813688,-79.3841366811014,702.1042924631839
2022-09-15 04:00:00,845.0,55.028990388461125,159.36394297366957,-49.753123263627806,26.99419564863421,-26.071065486123366,-4.730832811765765,-50.38262782202921,46.48913542802572,222.55622883880545,-79.39439268800477,702.127687601765
2022-09-16 04:00:00,859.75,-90.12884145774291,120.07546851405884,-90.8905747252955,32.61212075528602,-22.74881883802776,-0.38863664790741836,-48.7024444640392,44.718378495555484,222.7986662862792,-79.40461892717006,702.1510557020124
2022-09-19 04:00:00,830.5,149.52893051977267,-34.57257828517977,-100.5588758552917,31.995496781044388,-18.14463850146395,3.987792086194054,-46.964101050516646,42.942719106157135,223.0398707094045,-79.41481543311191,702.174396754976
2022-09-20 04:00:00,893.75,-218.4151344471361,-100.94210717448372,-78.61313621492467,24.87976145910033,-12.489752043624312,8.379570280440579,-45.17123979087433,41.16241893345581,223.2798444370282,-79.42498224034426,702.1977107517032
2022-09-21 04:00:00,903.75,282.8511741961505,-7.427035539265543,-30.190792425097577,13.494296595787947,-6.276396756773022,12.767814824734156,-43.327502894525,39.3777396510775,223.5185897979964,-79.43511938338222,702.2209976832421
2022-09-22 04:00:00,910.75,269.5343655003862,80.27358856832623,26.814914460172975,0.8131843907347361,-0.18327673944907286,17.13364260897729,-41.43653257088181,37.58894293264724,223.75610912115613,-79.44522689673931,702.2442575406408
2022-09-23 04:00:00,880.5,-236.12261832418525,80.66985152821992,72.04872351735206,-10.156456855472614,5.077867808848939,21.458170523071935,-39.50197102935791,35.79629045179149,223.9924047353539,-79.45530481493077,702.2674903149477
2022-09-26 04:00:00,858.0,-413.51486403387946,30.133203123481884,90.64612748498645,-16.433537979936716,8.821325826311703,25.722515456920842,-37.52746047936629,34.00004388213539,224.22747896943596,-79.46535317247087,702.2906959972114
2022-09-27 04:00:00,871.5,-198.41506765832142,-27.85397283251455,81.59710378672546,-15.99713386038525,10.619487624937138,29.907794300425234,-35.51664313031964,32.20046489730486,224.46133415224895,-79.47537200387393,702.3138745784787
