Date,Close,IMF1,IMF2,IMF3,IMF4,IMF5,IMF6,IMF7,IMF8,IMF9,IMF10
2000-07-17 04:00:00,244.0,0.32097644648648177,-0.6360887374883809,-2.0949479843047847,3.2120603394061837,5.399695386317996,-3.734913880846176,-9.62690069594914,14.258592870529032,-180.8882369674576,417.7897632233064
2000-07-18 04:00:00,241.25,-1.653378727826974,-1.353045777555915,-2.290968255378264,3.4085258145758526,5.563161917898423,-3.929077810793789,-9.672751799438124,14.457076998956106,-181.05143775783603,417.7718953973987
2000-07-19 04:00:00,245.0,0.3170726855744078,0.17455619687256677,-2.0909778891277377,3.533499139488691,5.666556365950169,-4.090050904697949,-9.707267806102426,14.656979280393204,-181.21446581014226,417.7540987417913
2000-07-20 04:00:00,247.0,0.8503558148100505,1.1793472468249233,-1.5922523948995748,3.584331906101921,5.707871133859546,-4.216764580246925,-9.730245931176865,14.858303880447341,-181.3773203838243,417.7363733081039
2000-07-21 04:00:00,247.25,0.561465006579407,1.171112050507191,-0.913683066237453,3.5543448320212216,5.686818267639348,-4.308347074965659,-9.741481524077955,15.061053098908449,-181.54000073833146,417.7187191479569
2000-07-24 04:00:00,245.5,-0.6239115990935566,0.08970206555783918,-0.1649354840053268,3.4358265175831555,5.604617771018265,-4.364388752261583,-9.740762614922525,15.265221916265554,-181.7025061331123,417.7011363129705
2000-07-25 04:00:00,245.5,0.2174263729058495,-1.1501547650527106,0.5698495980554364,3.223063408245209,5.46328346855265,-4.385159749133037,-9.72789887260387,15.470801511881104,-181.8648358276155,417.6836248547649
2000-07-26 04:00:00,244.25,-0.9390594324992464,-1.4673263354124861,1.2362567141337288,2.9119903434263517,5.265539938378941,-4.371526179773335,-9.702853527210461,15.677782735286314,-182.02698908128966,417.6661848249598
2000-07-27 04:00:00,245.75,-0.2816389881381197,-0.6487529326121173,1.8086558453061992,2.501579077927908,5.014688032093067,-4.324714817796191,-9.665823827661416,15.886156489288338,-182.1889651535835,417.6488162751758
2000-07-28 04:00:00,248.5,1.5062643557012716,0.528014999560994,2.241314692942268,1.9966710700923085,4.71440182841167,-4.246277422202253,-9.617059154288539,16.095913676695286,-182.35076330394614,417.6315192570331
2000-07-31 04:00:00,246.0,-0.9014081105848761,1.054144169079749,2.352826863638022,1.411700080590992,4.368559451488486,-4.137969797429456,-9.556808887423307,16.307045200314473,-182.5123827918255,417.6142938221514
2000-08-01 04:00:00,245.0,-1.4224841127886505,1.7512294761334561,1.9672866913051827,0.7669399667514261,3.9811110220241077,-4.001619744461882,-9.485322407398113,16.519541962954087,-182.6738228766709,417.5971400221513
2000-08-02 04:00:00,246.5,1.809848154903504,1.7199024247723516,1.0921369298469676,0.0856400304434667,3.55603697704701,-3.839085380612606,-9.402849094543848,16.7333948674214,-182.83508281793092,417.5800579086527
2000-08-03 04:00:00,242.25,1.0138543915523042,0.31900631835367793,-0.12592350372480168,-0.6078722821263797,3.097331520853161,-3.652238590461399,-9.309638329192627,16.948594816524327,-182.99616187505427,417.563047533276
2000-08-04 04:00:00,236.5,-0.6077658601259297,-1.7750870418354447,-1.3423032949268967,-1.289124263808251,2.608998979204808,-3.4429613800542733,-9.205939491676245,17.16513271307074,-183.15705930748942,417.5461089476409
2000-08-07 04:00:00,233.5,-1.7753305659214795,-1.981171809954248,-2.194227665323102,-1.9336432074522456,2.095054385665533,-3.2131464632390143,-9.092001962326227,17.382999459868145,-183.31777437468526,417.5292422033679
2000-08-08 04:00:00,236.5,1.6764938301345034,-1.5104126776585636,-2.411919658400019,-2.517239568248129,1.5595238887064864,-2.9646976687705355,-8.96807512147461,17.60218595972418,-183.47830633609047,417.5124473520771
2000-08-09 04:00:00,235.5,-0.051938610667869395,-0.6385374811067367,-1.944250982151806,-3.017532497697008,1.0064429588111865,-2.699528147416718,-8.834408349452556,17.82268311544668,-183.638654451154,417.4957244453888
2000-08-10 04:00:00,235.75,-0.16623997397263882,-0.8113320378505468,-0.9104830333204638,-3.415727330224667,0.4398489314615538,-2.419552914943047,-8.69125102659242,18.044481829843505,-183.7988179793241,417.4790735349228
2000-08-11 04:00:00,236.75,-0.1685099571997072,-0.7241139252497015,0.3692135409989303,-3.696100778319594,-0.13622085786001498,-2.126686987116202,-8.538852533225565,18.267573005722056,-183.95879618004966,417.46249467229944
2000-08-14 04:00:00,238.5,-0.182910860935106,0.08157422102554641,1.543554587966086,-3.8435378831535725,-0.7177200289370104,-1.82284492853177,-8.37746224968387,18.491947545890245,-184.11858831277928,417.44598790913875
2000-08-15 04:00:00,240.5,-0.22976387302495307,1.417567866855756,2.304036740449892,-3.843068606760331,-1.3004581736270284,-1.5099404108492884,-8.207329556298854,18.7175963531557,-184.27819363696227,417.4295532970614
2000-08-16 04:00:00,243.5,1.0728336812985566,2.910648788880906,2.3758545447821273,-3.6811661734623926,-1.8796608143461722,-1.1898959997171183,-8.028703833402476,18.944510330326374,-184.43761141204646,417.41319088768665
2000-08-17 04:00:00,239.5,-0.9790593107671589,1.403570166387839,1.6120033506284264,-3.3529593375338806,-2.4497908940881334,-0.8646697286646816,-7.841834461326375,19.17268038020958,-184.5968408974812,417.3969007326356
2000-08-18 04:00:00,238.5,0.3271482214707736,-0.11837853226571725,0.32519280384626087,-2.872783072555637,-3.0048138143831453,-0.5362937221364475,-7.646970820402074,19.402097405613187,-184.75588135271468,417.38068288352747
2000-08-21 04:00:00,236.25,0.5603768938096682,-1.8920335919598965,-1.051253579885709,-2.2599087139429526,-3.538477004608634,-0.2068993765831454,-7.444362290961489,19.63275230934511,-184.91473203719613,417.36453739198316
2000-08-22 04:00:00,234.75,0.20459931126802353,-2.8038537965549564,-2.099139338989084,-1.5339353453700686,-4.044469846773253,0.12134917629442912,-7.234258253336659,19.86463599421302,-185.07339221037375,417.3484643096223
2000-08-23 04:00:00,233.75,-1.9030831090404778,-2.24265761229541,-2.498378019985339,-0.7171245721428918,-4.5164650188379865,0.44627450076768127,-7.016908087858627,20.097739363024154,-185.23186113169658,417.33246368806545
2000-08-24 04:00:00,240.5,2.3681864308680662,-1.0894938771754208,-2.2211518438543796,0.1590056657705843,-4.948132410764488,0.7656963731090418,-6.792561174859629,20.332053318586972,-185.39013806061345,417.31653557893276
2000-08-25 04:00:00,241.5,-0.03880217849994886,0.4113142701311688,-1.429326327954763,1.0539619329379395,-5.333142460931813,1.0774351180087434,-6.561466894671187,20.567568763708593,-185.54822225657261,417.3006800338439
2000-08-28 04:00:00,242.5,-2.6979951557499757,1.8321701315080048,-0.33310559226912245,1.9255990651054233,-5.665171863243924,1.3793173156813268,-6.3238746276250595,20.80427660119697,-185.70611297902303,417.2848971044194
2000-08-29 04:00:00,250.25,2.642431338381924,1.8985704015411617,0.878405618481462,2.7318090721858366,-5.937939425887722,1.6692116606245515,-6.080033754053005,21.042167733859852,-185.86380948741348,417.2691868422794
