Date,Close,IMF1,IMF2,IMF3,IMF4,IMF5,IMF6,IMF7,IMF8,IMF9,IMF10,IMF11
2000-07-17 04:00:00,244.0,5.047171542164433,-0.21085964692239323,-1.791049764680728,0.2033296978393087,6.836367221994245,0.9899130076846417,-11.843271527597075,15.207794144008645,-173.12118090463784,51.21766342371049,478.7076979554209
2000-07-18 04:00:00,241.25,-11.918247302001117,-3.4808301541433364,-1.4589426411015858,0.46989494875241666,6.992903749219178,0.9608599148576923,-11.839835742205805,15.311832806633612,-173.15673689584494,51.1658968995516,478.72153923510416
2000-07-19 04:00:00,245.0,5.760723685784075,-2.8047685725122626,-0.4993783828954519,0.5844292358677347,7.006795566758218,0.9274635435814553,-11.823243927226638,15.416877697385036,-173.19185412436812,51.11428122692494,478.73539555941176
2000-07-20 04:00:00,247.0,-1.9847897934609358,1.1346566659673736,0.5260458592160001,0.5791005828668893,6.867573244381907,0.8890601443104154,-11.793367785860696,15.522935116172507,-173.22653187748375,51.06281659293122,478.74926692143094
2000-07-21 04:00:00,247.25,-3.7445257511131804,0.1411832449679788,1.0280371161943083,0.5262464713249858,6.570979651145623,0.8451410945560555,-11.75024007939703,15.630008604368626,-173.2607695141701,51.011503184670346,478.7631533142515
2000-07-24 04:00:00,245.5,3.2357193739120786,-4.519958692801509,0.7720624726168772,0.49131453921405593,6.12076802026638,0.7961522126496406,-11.694024808687313,15.738089860258347,-173.29456668019262,50.96034118924253,478.777054730965
2000-07-25 04:00:00,245.5,-2.832508966716,-0.1022935800519743,-0.1044185250762345,0.4864070101205125,5.533122334104588,0.7428188233316502,-11.62494556836853,15.847163929859894,-173.3279230930192,50.90933079374817,478.79097116465823
2000-07-26 04:00:00,244.25,3.2889366670912756,5.2299721674656405,-0.7815530700885303,0.507220162350239,4.829923895769791,0.6858979697014083,-11.543254230626335,15.9572124740885,-173.36083852582215,50.85847218528734,478.8049026084225
2000-07-27 04:00:00,245.75,-4.2482513788177325,1.7053369845881576,-0.5997588022452726,0.5483852176041628,4.033812629941628,0.6261591402200128,-11.44921386527106,16.06821612895042,-173.39331297460328,50.80776555096006,478.8188490553465
2000-07-28 04:00:00,248.5,1.8941607531943467,-0.764395008861996,0.24523969217131847,0.6069554003685376,3.1674284612996955,0.5643739158423561,-11.34308727552775,16.18015330101199,-173.4253465650045,50.75721107786701,478.83281049851786
2000-07-31 04:00:00,246.0,-0.21925612092884705,3.939571342299681,1.2892889166459376,0.6761239649495728,2.2534824415228965,0.501317170634401,-11.225139967962818,16.293002102798564,-173.45693971839268,50.70680895310781,478.8467869310301
2000-08-01 04:00:00,245.0,2.43442258476508,7.935793111775976,1.9409048271410223,0.732889487208109,1.3149701302866952,0.4377725959625847,-11.095646266442936,16.406740720767477,-173.48809293007056,50.65655936378299,478.86077834596836
